frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Smuggling	Event	Misdeed	Committing_crime	Smuggling					94	3	smuggle
Soaking	Event	Objective_influence	Transitive_action	Intentionally_affect	Soaking				41	4	soak
Soaking_up	Soaking_up								24	0	absorb
Sociability	Attributes	Gradable_attributes	Inclination	Sociability					132	3	outgoing
Social_behavior_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation						0	2	
Social_connection	Relation	Relation_between_individuals	Social_connection						18	2	link
Social_desirability	Attributes	Gradable_attributes	Desirability	Social_desirability					6	3	common
Social_event	Event	Eventive_affecting	Social_event						538	2	Festival
Social_event_collective	Social_event	Social_event_collective							5	1	date
Social_event_individuals	Social_event	Social_event_individuals							1	1	went out with
Social_interaction_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation					1063	3	good-humored
Socially_significant_history_scenario	History_scenario	Socially_significant_history_scenario							0	1	
Sole_instance	Instance	Sole_instance							66	1	one and only
Sound_level	Attributes	Gradable_attributes	Measurable_attributes	Sound_level					42	3	loud
Sound_movement	Sounds	Sound_movement							61	1	echo
Sounds	Perception	Sounds							1203	1	babble
Source_of_getting	Source_of_getting								99	0	source
Source_path_goal	Source_path_goal								0	0	
Spatial_co-location	Relation	Basis_for_attribute	Locative_relation	Spatial_co-location					219	3	at
Spatial_contact	Relation	Basis_for_attribute	Locative_relation	Spatial_contact					402	3	on
Speak_on_topic	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Speak_on_topic		218	6	pontificate
Specific_individual	Specific_individual								73	0	particular
Speed_description	Attributes	Gradable_attributes	Measurable_attributes	Speed_description					66	3	rapid
Spelling_and_pronouncing	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Text_creation	Spelling_and_pronouncing		67	6	pronounce
Sports_jargon	Competition	Sports_jargon							1	1	serve
Stage_of_progress	Progression	Stage_of_progress							149	1	modern
Standing_by	Waiting	Standing_by							13	1	standing by
State	State								0	0	
State_continue	State	State_continue							105	1	remain
State_of_entity	State	State_of_entity							37	1	state
Statement	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Statement		3699	6	add
Stimulus_focus	Stimulus_focus								4129	0	solemn
Stinginess	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Stinginess				82	4	mean
Store	Aggregate	Store							96	1	stockpile
Storing	Event	Objective_influence	Transitive_action	Placing	Storing				66	4	store
Strictness	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Strictness				143	4	severe
Studying	Event	Objective_influence	Transitive_action	Intentionally_affect	Education_teaching	Studying			37	5	study
Suasion	Statement	Telling	Suasion						86	2	dissuade
Subjective_influence	Event	Intentionally_act	Subjective_influence						212	2	influence
Subjective_temperature	Subjective_temperature								5	0	cold
Submitting_documents	Event	Eventive_affecting	Lose_possession	Giving	Submitting_documents				79	4	submit
Subordinates_and_superiors	Relation	Relation_between_individuals	Subordinates_and_superiors						21	2	senior
Subsisting	State	Dead_or_alive	Subsisting						20	2	subsisted
Substance	Entity	Physical_entity	Substance						578	2	atropine
Substance_by_phase	Thermodynamic_phase	Substance_by_phase							59	1	solidify
Subversion	Preventing_or_letting	Thwarting	Subversion						50	2	subvert
Success_or_failure	Success_or_failure								298	0	manage
Successful_action	Successful_action								286	0	successful
Successfully_communicate_message	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Successfully_communicate_message		49	6	convey
Sufficiency	Attributes	Gradable_attributes	Position_on_a_scale	Sufficiency					466	3	enough
Suicide_attack	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack	Suicide_attack			105	5	suicide attack
Suitability	Attributes	Gradable_attributes	Suitability						75	2	unsuitable
Summarizing	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Summarizing		72	6	sum up
Supply	Event	Eventive_affecting	Lose_possession	Giving	Supply				432	4	provide
Supporting	Event	Intentionally_act	Assistance	Supporting					85	3	support
Surpassing	Attributes	Gradable_attributes	Position_on_a_scale	Surpassing					138	3	outstrip
Surrendering	Event	Objective_influence	Transitive_action	Intentionally_affect	Arrest	Surrendering			18	5	surrender
Surrendering_possession	Event	Eventive_affecting	Lose_possession	Giving	Surrendering_possession				62	4	surrender
Surrounding	Relation	Basis_for_attribute	Locative_relation	Interior_profile_relation	Surrounding				138	4	around
Surviving	Success_or_failure	Surviving							35	1	survive
Suspicion	Criminal_investigation	Suspicion							16	1	suspect
Symmetrical_collective_reciprocality	Symmetrical_collective_reciprocality								1	0	alike
System	Set_of_interrelated_entities	System							102	1	system
System_complexity	Attributes	Gradable_attributes	System_complexity						14	2	complex
Take_place_of	Take_place_of								125	0	replace
Taking	Event	Getting	Taking						112	2	seize
Taking_captive	Taking_captive								99	0	capture
Taking_sides	Opinion	Taking_sides							297	1	opposition
Taking_time	Attributes	Gradable_attributes	Taking_time						86	2	slowly
Talking_into	Event	Objective_influence	Transitive_action	Intentionally_affect	Manipulate_into_doing	Talking_into			37	5	talk
Tasting	Scrutiny	Research	Trying_out	Tasting					13	3	try
Team	Aggregate	Team							9	1	crew
Telling	Statement	Telling							641	1	tell
Temperature	Attributes	Gradable_attributes	Measurable_attributes	Temperature					87	3	cool
Temporal_collocation	Relation	Basis_for_attribute	Temporal_collocation						773	2	ultimately
Temporal_pattern	Event	Temporal_pattern							20	1	rhythm
Temporal_subregion	Being_included	Part_piece	Part_whole	Part_orientational	Temporal_subregion				307	4	end
Temporary_group	Aggregate	Organization	Temporary_group						7	2	detachment
Temporary_leave	Relation	Basis_for_attribute	Locative_relation	Expected_location_of_person	Temporary_leave				73	4	absence
Temporary_stay	State	Being_located	Visiting	Temporary_stay					155	3	stay
Temporary_transfer_scenario	Transfer_scenario	Temporary_transfer_scenario							0	1	
Terms_of_agreement	Entity	Artifact	Text	Documents	Terms_of_agreement				30	4	clause
Terrorism	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Terrorism			247	5	terrorism
Text	Entity	Artifact	Text						1416	2	account
Text_creation	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Text_creation			428	5	write up
Theft	Event	Misdeed	Committing_crime	Theft					456	3	steal
Thermodynamic_phase	Thermodynamic_phase								0	0	
Thriving	State	Thriving							92	1	thrive
Thwarting	Preventing_or_letting	Thwarting							88	1	thwart
Time_period_of_action	Timespan	Time_period_of_action							9	1	window
Time_vector	Relation	Basis_for_attribute	Time_vector						477	2	previously
Timespan	Timespan								113	0	day
Timetable	Timetable								32	0	schedule
Tolerating	Experiencer_focus	Tolerating							10	1	bear
Tool_purpose	Relation	Inherent_purpose	Tool_purpose						23	2	use
Topic	Entity	Artifact	Text	Topic					378	3	about
Touring	Perception	Perception_active	Touring						96	2	tourism
Toxic_substance	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Toxic_substance			120	5	toxin
Transfer	Event	Eventive_affecting	Transfer						193	2	transfer
Transfer_scenario	Transfer_scenario								0	0	
Transition_to_a_quality	Event	Transition_to_state	Becoming	Transition_to_a_quality					39	3	go
Transition_to_a_situation	Event	Transition_to_state	Transition_to_a_situation						7	2	come
Transition_to_state	Event	Transition_to_state							129	1	become
Transitive_action	Event	Objective_influence	Transitive_action						0	2	
Translating	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Translating			25	5	translate
Transportation_status	State	Transportation_status							33	1	mount
Trap	Deception_end	Intentional_deception	Trap						1	2	trap
Travel	Event	Motion	Self_motion	Travel					714	3	journey
Traversing	Event	Traversing							303	1	hop
Treating_and_mistreating	Conduct	Treating_and_mistreating							12	1	treat
Trendiness	Attributes	Gradable_attributes	Social_behavior_evaluation	Trendiness					57	3	fashionable
Trial	Trial								61	0	trial
Triggering	Triggering								65	0	set off
Trust	Attributes	Gradable_attributes	Certainty	Trust					32	3	believe
Try_defendant	Try_defendant								45	0	try
Trying_out	Scrutiny	Research	Trying_out						44	2	try
Turning_out	Event	Coming_to_believe	Turning_out						25	2	turn out
Type	Type								532	0	form
Typicality	Attributes	Gradable_attributes	Typicality						265	2	unusual
Unattributed_information	Statement	Unattributed_information							225	1	proverbial
Undergo_change	Event	Transition_to_state	Undergo_change						89	2	turn
Undergo_transformation	Event	Transition_to_state	Undergo_change	Undergo_transformation					15	3	metamorphosis
Undergoing	Event	Undergoing							35	1	undergo
Undergoing_scenario	Undergoing_scenario								0	0	
Undressing	Entity	Artifact	Clothing	Undressing					165	3	doff
Unemployment_rate	Attributes	Gradable_attributes	Measurable_attributes	Unemployment_rate					43	3	employment
Use_firearm	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Use_firearm			58	5	shoot
Use_vehicle	Use_vehicle								14	0	fly
Used_up	Attributes	Gradable_attributes	Position_on_a_scale	Used_up					63	3	spend
Usefulness	Attributes	Gradable_attributes	Usefulness						177	2	perfect
Using	Event	Objective_influence	Transitive_action	Intentionally_affect	Using				685	4	operate
Using_resource	Using_resource								16	0	use
Vehicle	Entity	Artifact	Vehicle						522	2	vessel
Vehicle_departure_initial_stage	Getting_vehicle_underway	Vehicle_departure_initial_stage							20	1	lifted off
Vehicle_landing	Event	Eventive_affecting	Arriving	Vehicle_landing					16	3	land
Vehicle_subpart	Being_included	Part_piece	Part_whole	Vehicle_subpart					5	3	window
Verdict	Event	Intentionally_act	Legal_rulings	Verdict					233	3	convict
Verification	Scrutiny	Verification							169	1	verify
Version_sequence	Version_sequence								14	0	final
Victim_operated_IED	Entity	Artifact	Weapon	Improvised_explosive_device	Victim_operated_IED				1	4	VOIED
Violence	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Violence			95	5	violence
Visit_host	Visitor_scenario	Visit_host							0	1	
Visit_host_arrival	Event	Eventive_affecting	Arriving	Visiting_scenario_arrival	Visit_host_arrival				0	4	
Visit_host_stay	Visiting_scenario_stay	Visit_host_stay							0	1	
Visiting	State	Being_located	Visiting						102	2	visitor
Visiting_scenario	Visiting_scenario								0	0	
Visiting_scenario_arrival	Event	Eventive_affecting	Arriving	Visiting_scenario_arrival					0	3	
Visiting_scenario_departing	Event	Eventive_affecting	Departing	Visiting_scenario_departing					1	3	leave
Visiting_scenario_stay	Visiting_scenario_stay								0	0	
Visitor_and_host	Visiting_scenario	Visitor_and_host							0	1	
Visitor_arrival	Event	Eventive_affecting	Arriving	Visiting_scenario_arrival	Visitor_arrival				2	4	arrive
Visitor_scenario	Visitor_scenario								0	0	
Vocalizations	Sounds	Vocalizations							99	1	cry
Volubility	Attributes	Gradable_attributes	Inclination	Volubility					276	3	voluble
Wagering	Attributes	Gradable_attributes	Likelihood	Run_risk	Wagering				23	4	wager
Waiting	Event	Intentionally_act	Waiting						137	2	wait
Waking_up	Event	Waking_up							118	1	awake
Want_suspect	Perception	Give_impression	Want_suspect						11	2	wanted
Warning	Statement	Telling	Warning						127	2	warn
Waver_between_options	Deciding	Choosing	Waver_between_options						45	2	waver
Wealthiness	Attributes	Gradable_attributes	Wealthiness						205	2	wealthy
Weapon	Entity	Artifact	Weapon						2585	2	bow
Wearing	Entity	Artifact	Clothing	Wearing					683	3	wear
Weather	Weather								130	0	stormy
Wholes_and_parts	Inclusion_scenario	Wholes_and_parts							0	1	
Willingness	Deciding	Choosing	Willingness						104	2	willing
Win_prize	Win_prize								60	0	win
Withdraw_from_participation	Participation	Withdraw_from_participation							107	1	pull-out
Within_distance	Relation	Basis_for_attribute	Locative_relation	Within_distance					27	3	within
Word_relations	Linguistic_meaning	Word_relations							46	1	antonym
Work	Event	Intentionally_act	Attempt	Work					161	3	work
Working_a_post	Event	Intentionally_act	Working_a_post						45	2	staffing
frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	sent_cn_verb	abst_lv	lemma_example	is_motion	is_traversing	is_cause_motion	is_state
